,claim_veracity,claim,topics,speaker,context
11644,False,Damage by protesters to the Wisconsin state Capitol will cost $7.5 million to repair.,"['labor', 'state-budget']",Mike Huebsch,speech
11645,True,Americans work way more than an average of industrialized countries around the world.,['jobs'],Keith Ellison,speech
11646,True,"Rob Portman Says Ted Strickland in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I dont know where he is on this issue.",['guns'],Rob Portman,speech
11647,True,New Medicare billing guidelines have nine codes for (injuries by) turkeys.,"['animals', 'government-regulation', 'health-care', 'medicaid', 'medicare', 'market-regulation']",Ted Poe,speech
11648,False,Virginia Del. Mark Cole wants schools to check childrens genitals before using bathroom.,"['children', 'education', 'fake-news', 'sexuality']",Occupy Democrats,social media
11649,False,A monthly police and fire protection fee on all Wisconsin phone bills does nothing to support police and fire.,"['criminal-justice', 'state-budget', 'state-finances', 'taxes']",Andre Jacque,speech
11650,False,Illegal immigration wasnt a subject that was on anybodys mind until I brought it up at my announcement.,['immigration'],Donald Trump,speech
11651,True,One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth.,['iraq'],John Mccain,ad
11652,True,I never had a filibuster-proof Senate.,"['bipartisanship', 'health-care', 'supreme-court', 'abc-news-week']",Bill Clinton,speech
11653,False,Pregnant women who stand for five to six hours at a time increase their risk of pre-term pregnancy by 80 percent.,"['families', 'government-regulation', 'health-care', 'public-health', 'science', 'women', 'workers']",Michael Solomon,news
11654,True,"100,000 are on waiting list to attend Texas charter schools.",['education'],Dan Patrick,speech
11656,False,Chemical weapons have been used probably 20 times since the Persian Gulf War.,"['foreign-policy', 'military', 'terrorism']",Ted Yoho,speech
11657,False,"The Senate immigration bill has immediate legalization ... and the border security is sometime in the future, and just like in 1986, its designed never to come into being.","['corrections-and-updates', 'immigration']",Ted Cruz,speech
11659,False,Eric Holder is supportive of the NAACPs efforts to get the United Nations involved in our elections.,"['elections', 'foreign-policy']",True Vote,social media
11660,False,"In Wisconsin, teachers make $89,000 in salary and benefits, compared to $48,000 for all other workers in the United States.","['education', 'labor', 'pundits']",Eric Bolling,news
11663,False,Say Michelle Obama mandates weighing children in day care.,"['children', 'corrections-and-updates', 'food-safety', 'government-regulation', 'public-health']",Blog Posting,social media
11665,True,Every student paying out-of-state tuition actually covers more than the cost of instruction.,['immigration'],James Jolly,news
11667,False,"Ron Johnson Says its not possible for some Wisconsin residents to watch Packers games, theyre forced to watch Viking games, so he got a law passed to fix the problem.","['population', 'market-regulation', 'sports']",Ron Johnson,speech
11668,False,"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen took Bribes From Iran They Back Insane NUKE Deal.","['foreign-policy', 'nuclear']",Blog Posting,social media
11669,False,President Barack Obamas latest executive order mandates the apprehension and detention of Americans who merely show signs of respiratory illness.,"['ebola', 'public-health']",Blog Posting,social media
11671,False,Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns,"['disability', 'guns', 'retirement', 'social-security']",Blog Posting,social media
11672,False,I never supported a state income tax for Texas.,['taxes'],Paul Sadler,speech
11673,True,"Unlike virtually every other campaign, we dont have a super PAC.",['campaign-finance'],Bernie S,speech
11674,True,"Within just a few years, immigration as a share of national population is set to break all historical records.",['immigration'],Donald Trump,speech
11676,True,"We have a system now where in 40 states, the highest-paid public employee is the state universitys head football or basketball coach.","['education', 'sports', 'state-budget']",Jim Moran,social media
11678,False,Decriminalizing marijuana will save the state anywhere from $4 (million) to $11 million dollars.,"['crime', 'criminal-justice', 'drugs', 'government-regulation', 'legal-issues', 'marijuana', 'public-health', 'state-finances']",John G Edwards,speech
11679,True,There are concrete examples of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.,"['education', 'guns']",Lisa Moore,speech
11680,False,The Massachusetts health care plan is wildly unpopular among state residents.,"['health-care', 'polls', 'pundits']",Laura Ingraham,speech
11681,False,The IRS scandal clearly showed some criminal behavior.,"['legal-issues', 'taxes']",Mike Rogers,speech
11682,True,TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT,['immigration'],Lars Larson,writing
11683,True,"Forty percent of people in this country, illegally, are overstaying visas.",['immigration'],Marco Rubio,speech
11685,False,Scientists project that the Arctic will be ice-free in the summer of 2013.,"['climate-change', 'environment']",John Kerry,social media
11686,True,Ilana Shafran Mandels stake in Forest City Enterprises constitutes significantly less than 1 percent of the companys shares and any implication of a conflict of interest is legally incorrect.,"['candidates-biography', 'transparency']",Josh Mandel,news
11687,False,"When White House communications director Anita Dunn said that Mao Tse-tung was one of her favorite philosophers, only Fox News picked that up.",['pundits'],Bill Oreilly,speech
11688,False,Only about 250 Texans have been killed in action since 9/11.,"['afghanistan', 'iraq', 'military', 'terrorism']",Leticia Van De Putte,speech
11689,False,Super Bowl L by everybodys estimation is a $500 million economic impact to the state of Florida.,"['economy', 'sports']",Ron Book,speech
11690,False,"The number of illegal immigrants in the United States is 30 million, it could be 34 million.","['census', 'immigration']",Donald Trump,speech
11691,False,You cannot build a little guy up by tearing a big guy down -- Abraham Lincoln said it.,"['candidates-biography', 'taxes']",John Kasich,speech
11692,False,"Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon.","['education', 'housing']",City Beaverton,news
11693,True,The state budget has increased almost $800 million a year in each of the last two years.,['state-budget'],Jeff Amason,speech
11694,True,"In the past 10 years, our (Austin) water rates have increased by 100 percent and we now have the highest water cost of the top 10 cities in Texas.",['water'],Brigid Shea,news
11695,True,"In this next biennium, the cost of primary and secondary education is going to increase by more that $1000 per student. Half of that $1000 $500 per student is accounted for by the increased cost of PERS alone.",['education'],John Kitzhaber,speech
11696,True,Hillary Clinton is the one that labeled African-American youth as superpredators.,['crime'],Reince Priebus,speech
11697,False,"The insurance companies are making that choice (to cancel or change policies), not the president.","['corrections-and-updates', 'health-care']",Ezekiel Emanuel,speech
11698,False,"Ezekiel Emanuel, one of President Obama's key health care advisers, says medical care should be reserved for the nondisabled. So watch out if you're disabled.",['health-care'],Michele Bachmann,speech
11700,False,Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.,['foreign-policy'],Ben Carson,speech
11701,False,"Mitt Romney, as governor of Massachusetts, put into place socialized medicine.",['health-care'],Michele Bachmann,speech
11703,False,I didnt try to push a bill to reduce lottery scholarship proceeds for students.,"['education', 'lottery']",Dolores Gresham,speech
11704,True,The Confederate battle flag in South Carolina was first flown at the statehouse in 1961.It was flown as a symbol of massive resistance to racial desegregation.,"['diversity', 'history', 'states']",Eugene Robinson,speech
11705,False,"Several times, Obama has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .","['foreign-policy', 'patriotism', 'terrorism']",Mitt Romney,writing
11706,False,Some even advocate wiping out 401(k)s entirely and replacing them with government-run accounts.,['retirement'],John Boehner,news
11707,False,"In 2000, I wrote about Osama bin Laden, Weve got to take him out.",['terrorism'],Donald Trump,speech
11708,True,I ended up my time as governor with a general fund budget that was smaller than the one I started with.,['state-budget'],Tim Kaine,speech
11709,False,A friends sister died from Obamacare becauseBlue Shield completely just pulled out of California.,['health-care'],Ann Coulter,speech
11710,False,Obamacare includes a $63 charge every American will begin paying (in 2013) as a way to cover some of the increased costs associated with providing health insurance to those with pre-existing conditions.,"['health-care', 'market-regulation']",Jim Renacci,news
11712,True,"When the national debt reaches $15 trillion, it means that U.S. debt-to-GDP ratio will reach 99.7 percent of our debt and this is $47,900 for every living American.","['deficit', 'federal-budget']",Leonard Lance,speech
11713,True,Most Americans are ready to put it [marijuana prohibition] behind us and move on.,"['drugs', 'marijuana']",Mason Tvert,news
11714,False,Obama tells Russia that hell turn over Americas defense system to them if re-elected.,"['foreign-policy', 'military']",Eric Johnson,social media
11715,True,The National Technical Information Service spends millions of taxpayer dollars to print and sell government documents that are available free in online searches.,"['federal-budget', 'government-efficiency', 'transparency']",David Perdue,news
11717,False,I kicked crooked cops and government officials off the public pension rolls.,"['candidates-biography', 'crime', 'ethics', 'job-accomplishments', 'legal-issues']",Joseph Fernandez,Undefined
11718,False,"Romney left Massachusetts ""with a $245-million debt because of the big government-mandated health care system.""",['health-care'],John Mccain,speech
11719,False,Repealing and replacing Obamacare thats going to save $1 trillion over a 10-year period.,"['debt', 'health-care']",George Allen,speech
11720,False,The Georgia Legislatures last day of session ends at midnight.,"['states', 'transparency']",David Ralston,speech
11721,False,"The brutal fact is, when it comes to education, America is slipping behind other nations.",['education'],Bob Mcdonnell,speech
11722,False,I always supported civil unions.,['gays-and-lesbians'],Charlie Crist,speech
11723,False,"Because Gov. Chris Christie vetoed a 30-bill job creation package, New Jersey ranks 50th in the nation in job creation.",['jobs'],Lou Greenwald,social media
11724,False,A poll taken a few months ago found 70 percent approval or higher for the Act 10 collective bargaining law.,"['city-government', 'county-government', 'education', 'health-care', 'pensions', 'polls', 'state-budget', 'state-finances', 'taxes', 'unions']",Scott Walker,speech
11725,False,Sherrod Brown gave huge bonuses to executives.,"['economy', 'message-machine-2012', 'stimulus', 'voting-record']",Josh Mandel,ad
11726,False,Unfortunately everyone needs to cut back in these tough economic times. Thats why I voted to cut my own pay along with the pay of our state employees.,"['job-accomplishments', 'state-budget', 'voting-record']",Matt Patten,ad
11727,True,"Donald Trump thinks that climate change is a hoax, invented by the Chinese.","['climate-change', 'science']",Bernie S,speech
11728,True,Polls show Bernie Sanders would do better than Hillary Clinton in a head-to-head battle against Donald Trump.,['elections'],Georgians Bernie Sanders President,social media
11729,False,Increasing the bottle deposit to 10 cents on a case of water bottles could literally double the price of that product in the store.,"['environment', 'water']",Matt Wingard,speech
11730,True,"What difference, at this point, does it make? I am the guy that got under her skin and provoked that infamous response from Hillary Clinton by asking a pretty simple question, Why didnt you just pick up the phone and call the survivors (of the Benghazi attack)?","['candidates-biography', 'foreign-policy']",Ron Johnson,Undefined
11731,True,Kasim Reed has kept every promise he made as a candidate.,"['city-government', 'elections']",Kasim Reed,news
11732,False,Wisconsins laws ranked the worst in the world for mining investment.,"['environment', 'government-regulation', 'jobs']",Wisconsin Manufacturers And Commerce,Undefined
11733,True,More people now die in Wisconsin from drug overdoses than car crashes.,['drugs'],Brad Schimel,speech
11735,False,"Rick Scotts prison plan would cut Floridas prison budget in half, close prisons, and release tens of thousands of prisoners early -- murderers, rapists, sex offenders, armed robbers, drug dealers.","['crime', 'message-machine']",Florida Police Benevolent Association,ad
11736,False,"Obama's one education accomplishment was ""legislation to teach 'comprehensive sex education' to kindergartners.""",['education'],John Mccain,ad
11737,False,"Forcing Americans off of their current health coverage and onto a government-run plan isn't the answer, but that's exactly what the Democrats' plan would do.",['health-care'],John Boehner,speech
11738,False,"During the Monica Lewinsky scandal, the Clintons brought the Rev. Jeremiah Wright to the White House for ""spiritual counseling.""",['candidates-biography'],Michael Moore,Undefined
11740,False,"Never mind that no red light camera, no speed camera, nor any radar gun has ever stopped one accident from occurring.",['transportation'],Tom Mccarey,Undefined
11741,True,"Only five states, including Georgia, do not have a hate crimes law.",['crime'],Various Media Reports,Undefined
11742,True,Marcy Kaptur voted against a ban which would have prevented the aborting of a baby girl for the sole reason that shes a girl.,"['abortion', 'message-machine-2012', 'voting-record']",Samuel Wurzelbacher,ad
11743,False,The Health Care Compact bill would end Medicares guaranteed benefit for Tennessees Medicare recipients and shift management of the federal health care plan to the states TennCare program.,"['health-care', 'medicaid', 'medicare']",Tennessee Democratic Party,news
11746,True,Barack Obama is only the second Democrat in the last 75 years to win Ohio twice with more than 50 percent of the vote.,['elections'],Chris Redfern,speech
11747,False,ISIS is going to people showing videos of Donald Trump insulting Islam and Muslims in order to recruit more radical jihadists.,"['corrections-and-updates', 'terrorism']",Hillary Clinton,speech
11748,True,"The musical Mamma Mia! has ""been selling out for years.""",['pop-culture'],John Mccain,speech
11749,True,"The Bush administration's latest plans for troop withdrawal from Iraq by 2011 are ""more or less the same time frame I announced two years ago.""",['iraq'],Barack Obama,Undefined
11751,True,Barack Obama refuses to acknowledge Jerusalem as the capital of Israel.,"['foreign-policy', 'israel']",Republican Jewish Coalition,ad
11753,False,Nearly 25 percent of all automobile accidents are caused by texting while driving.,"['public-safety', 'transportation']",Doug Holder,speech
11754,False,"The reality is, with a $2 trillion-a-year health care budget, we're spending more on health care, nearly 17 percent of our gross domestic product, versus 3.8 percent of GDP on the entire military budget.",['health-care'],Mike Huckabee,Undefined
11755,False,Bernie Sanders admits he is a Democratic Socialist. Nazis were Democratic Socialists.,"['candidates-biography', 'history']",Jason Villalba,social media
11756,False,We have four combat-ready brigades out of 40 in the U.S. Army.,"['federal-budget', 'military', 'terrorism']",Dick Cheney,ad
11757,False,"Every time the weight of that vehicle is reduced by a hundred pounds, your chances of dying are going to go up by about 5 percent. Peel three hundred pounds off youre 15 percent more likely to die in that car.","['energy', 'environment', 'market-regulation', 'transportation']",Lars Larson,social media
11758,True,Hesso bipartisan that 12 of my bills were signed into law by Democratic President Bill Clinton.,['job-accomplishments'],Rob Portman,speech
11759,True,I still live in the same working-class neighborhood I grew up in.,['housing'],Marco Rubio,speech
11760,False,"Im running against a groundhog. He saw his shadow on the primary day, and no one has seen him since.","['candidates-biography', 'energy']",Jeff Weems,speech
11761,True,"British voters under 50, especially millennials, overwhelmingly voted to stay, in the European Union. It was older voters who voted to leave.",['polls'],Tim Kaine,speech
11762,False,Fundamental changes made to the language describing the Wisconsin Idea in the University of Wisconsin Systems mission statement were the result of a drafting error.,"['education', 'government-efficiency', 'public-service', 'state-budget']",Scott Walker,social media
11763,False,Financed the largest parking expansion program without a rate increase.,['city-budget'],Dick Greco,ad
11764,False,"Jeb Bush and Marco Rubio had it set so that the winner takes everything, because they wanted to make sure that I didnt get anything in the Florida primary.",['elections'],Donald Trump,speech
11765,False,4.7 million people have lost their insurance in 32 states due to Obamacare.,['health-care'],Dana Loesch,speech
11766,True,The average family premium has increased by 29% under Obama!,['health-care'],Republican National Committee Republican,social media
11768,True,Sen. Marco Rubio refuses to accept the basic science on climate change and is a climate change denier.,"['climate-change', 'environment', 'science']",Organizing Action,writing
11769,False,There are 10 or 20 deaths a year from foodborne illness in the United States.,"['agriculture', 'health-care', 'market-regulation']",Tom Coburn,speech
11771,False,About 1 in 10 public school teachers in Wisconsin would have been laid off without federal stimulus funds.,"['education', 'stimulus']",Jim Doyle,speech
11772,False,CNN accidentally aired 30 minutes of pornography in Boston on Thanksgiving night.,['fake-news'],Blog Posting,social media
11773,True,"Bill McCollum voted four times to raise his own pay, by a total of $51,000, and earns a congressional pension worth more than $75,000 a year.",['candidates-biography'],Florida Democratic Party,ad
11774,False,"The signers of the Declaration of Independence were ""brave people, most of whom, by the way, were clergymen.""",['religion'],Mike Huckabee,Undefined
11775,False,"Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.",['taxes'],Jeff Wentworth,ad
11776,True,Over 40 percent of children born in America are born out of wedlock.,"['marriage', 'sexuality', 'women']",Rick Santorum,speech
11778,False,"Scott Walker Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade.","['economy', 'job-accomplishments', 'jobs']",Scott Walker,speech
11779,False,"In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.","['health-care', 'pundits']",Sean Hannity,ad
11780,True,Georgia is the second-fastest growing state for international tourists.,['tourism'],Chris Cummiskey,speech
11782,True,"Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment.",['jobs'],Barbara Buono,ad
11783,True,Republican-approved changes to make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.,['elections'],Armond Budish,news
11784,False,High-speed rail would have cost Florida taxpayers $1 billion to build.,['transportation'],Rick Scott,speech
11785,True,"Between 2000 and 2006, health insurance company profits quadrupled.",['health-care'],Chris Van Hollen,speech
11786,True,One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.,"['health-care', 'public-health']",Jennifer Williamson,ad
11787,False,"Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).","['congress', 'corrections-and-updates', 'ebola', 'guns', 'health-care', 'public-health']",Ted Cruz,speech
11789,False,"For the first time in history, the Democratic Congress will not allow an increase in the social security COLA (cost of living adjustment).",['social-security'],Chain Email,writing
11790,False,"Ted Cruz said, There is no place for gays or atheists in my America. None. Our Constitution makes that clear.","['candidates-biography', 'gays-and-lesbians', 'marriage', 'religion']",Facebook Posts,Undefined
11791,True,We spend more on our military than the next eight nations combined.,"['federal-budget', 'military']",Barack Obama,speech
11792,False,"Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line.",['history'],Raymond Bateman,speech
11793,False,"Republican opponent Jason Isaac is peddling a plan meaning Texans would pay the highest sales taxes in America, up to 14.5 percent.","['message-machine', 'taxes']",Patrick Rose,ad
11794,True,David Dewhurst currently owes more than $1 million to vendors for services provided to his 2012 U.S. Senate campaign.,"['campaign-finance', 'candidates-biography']",Dan Patrick,news
11795,True,Rick Perry supported a guest worker program to help people who would otherwise be illegal aliens.,['immigration'],Libertarian National Committee,social media
11797,True,Republicans created a trillion dollar prescription drug entitlement program without paying for it.,"['deficit', 'federal-budget', 'health-care']",Bobby Scott,Undefined
11798,False,Test scores had gone up steadily for 40 years until No Child Left Behind and Race to the Top.,"['bush-administration', 'education']",Diane Ravitch,speech
11799,False,Warren Buffett says stop Obamacare now and start over.,['health-care'],Tom Graves,speech
11800,False,"When you add a dollar value to mandates, government took almost 50 percent of the American peoples money.","['federal-budget', 'market-regulation', 'taxes']",Larry Elder,news
11801,False,"In Florida, theyre already talking about how the Ryan-Romney plan will end Medicare and replace it with a voucher.","['medicare', 'message-machine-2012']",Barack Obama,speech
11803,False,Ohios Issue 2 will create a redistricting commission that will have a blank check to spend our money.,"['elections', 'government-efficiency', 'redistricting', 'state-budget']",Ohio Republican Party,ad
11804,True,"Andrew Jackson was the last president who actually balanced the federal budget, where we had no national debt.","['debt', 'deficit', 'federal-budget', 'history']",Ben Carson,speech
11806,True,One-third of our college grads leave Ohio within three years.,"['economy', 'education', 'jobs']",John Kasich,speech
11807,False,Gwen Graham was a Washington lobbyist.,['candidates-biography'],Steve Southerland,ad
11808,True,Theres no data that says a gun-free zone has saved lives.,['guns'],Michael Oneill,speech
11810,False,Republicans have already cut our neighborhood public schools three budgets in a row.,['education'],Katrina Shankland,news
11811,False,David Jolly lobbied for government-run health care just last year.,"['candidates-biography', 'campaign-advertising']",Kathleen Peters,speech
11812,False,"The Chilean privatization scheme that Sharron Angle supports has resulted in hidden fees, fewer benefits, and millions of people with no coverage.","['financial-regulation', 'foreign-policy', 'message-machine', 'social-security']",Patriot Majority Pac,ad
11815,True,"In June 2012 we actually had more people go on Social Security Disability [85,000] ... than the 80,000 jobs that were created.","['economy', 'jobs', 'social-security']",Allen West,speech
11820,False,Marco Rubio tried to insert $1.5 million for a rowing institute into the state budget.,"['message-machine', 'state-budget', 'voting-record']",Charlie Crist,ad
11821,True,"Up until recently, 75 percent of all the sorties that left the base came back without dropping their ordnances, because there was such a concern about making sure that there were no civilian casualties.","['foreign-policy', 'military', 'terrorism']",Jeb Bush,speech
11823,False,"Because of Obamacare, you have so many part-time jobs.",['health-care'],Donald Trump,speech
11824,True,"The Confederate battle flag at the South Carolina statehouse must fly at a height of 30 feet. Any changes -- taken down, or even at half-staff, if that can be done -- must be passed by a supermajority of the General Assembly.","['diversity', 'history', 'states']",Jean Casarez,speech
11825,False,Every worker pays 15.3 percent payroll tax.,"['new-hampshire-2012', 'taxes', 'workers']",Herman Cain,speech
11826,True,"The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.","['corporations', 'economy', 'income', 'labor', 'wealth']",One Wisconsin Now,writing
11827,False,President Obama pushed through the stimulus based on the promise of keeping unemployment under 8 percent.,"['economy', 'jobs', 'stimulus']",Eric Cantor,speech
11828,False,Ed Gillespie supports a personhood amendment.,"['abortion', 'human-rights']",Mark Warner,speech
11829,False,(Bill) Ayers and Obama ran a radical education foundation together.,['patriotism'],John Mccain,ad
11831,False,The only reason the unemployment rate is going down is because twice as many people dropped out of the employment pool as the number of jobs were created.,"['economy', 'jobs', 'workers']",Newt Gingrich,speech
11832,True,Cap and trade legislation was originally a Republican idea.,"['climate-change', 'environment']",Debbie Wasserman Schultz,speech
11833,False,James Langevin voted to spend $3 billion for a jet engine no one wants.,"['economy', 'federal-budget', 'government-efficiency', 'military', 'voting-record']",Mark Zaccaria,news
11837,False,"The IRS is already planning on 19,500 new employees to administer Obamas health care mandate.","['health-care', 'new-hampshire-2012']",Jon Huntsman,speech
11838,True,My campaign alone has created more jobs in the state of Rhode Island than Narragansett Beer.,"['Alcohol', 'debates', 'economy', 'jobs']",Clay Pell,speech
11839,False,Algeria wanted to be taken off of the terror list at the time it made an unreported donation to the Clinton Foundation.,"['ethics', 'foreign-policy', 'homeland-security']",Joe Scarborough,news
11840,False,The (health care) law does not demand that all of these cancellations go out.,['health-care'],Nancy Pelosi,speech
11841,False,There are a half a trillion dollars in cuts to Medicare that are going to go in place as a result of health care reform.,"['health-care', 'medicare']",Jim Renacci,speech
11842,False,We have the highest tax rate anywhere in the world.,['taxes'],Donald Trump,speech
11843,False,Nevada Democratic Party leaders hijacked the process on the floor of the state convention ignoring the regular procedure and ramming through what they wanted to do.,['elections'],Jeff Weaver,speech
11844,True,"Under the Obama administration, the debt has nearly doubled.",['economy'],Mike Pence,speech
11845,False,Ballistic tests have confirmed that the death of at least one U.S. Border Patrol agent was caused by weapons that were part of a federal arms trafficking operation.,"['criminal-justice', 'guns']",David Dewhurst,ad
11846,False,Nathan Deal Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.,['transportation'],Nathan Deal,Undefined
11847,True,"You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.",['oil-spill'],Charlie Crist,speech
11848,False,Mark Pryor voted to give Social Security benefits to illegal immigrants.,"['immigration', 'social-security']",National Republican Senatorial Committee,ad
11849,True,"The Central Health districts tax rate is the lowest among the largest counties in Texas, and it will continue to be the lowest if voters approve a proposed tax increase.","['health-care', 'public-health', 'taxes']",Keep Austin Healthy Pac,social media
11851,False,"Under current U.S. immigration policy, literally one person with a green card can, in the extreme, bring in more than 270 of his relatives.",['immigration'],Phil Gingrey,speech
11852,False,"Obama says America is great, but let's ""try to change it.""",['patriotism'],Blog Posting,social media
11853,True,Only 20 colleges and universities have athletic departments with revenue exceeding expenses.,"['education', 'sports', 'state-budget']",Jim Moran,social media
11854,False,The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.,"['gays-and-lesbians', 'states']",Pat Mccrory,speech
11855,False,Medicare is going broke. The trust fund goes bankrupt in 2026.,"['federal-budget', 'health-care', 'medicare', 'retirement', 'taxes']",Paul Ryan,speech
11856,True,The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.,"['campaign-finance', 'foreign-policy', 'campaign-advertising']",American Crossroads,social media
11858,False,My husband and I have never gotten a penny of money from the farm.,['campaign-finance'],Michele Bachmann,speech
11859,False,The health care law adds around $800 billion of taxes on the American people. It does not discriminate between rich and poor.,['health-care'],Marco Rubio,news
11860,False,Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.,"['economy', 'energy', 'gas-prices']",Roger Williams,Undefined
11861,True,"U.S. Rep. Alan Grayson ""compared a former vice president to a vampire ... and compared America's health care system to the Holocaust.""",['health-care'],Republican Party Florida,news
11862,False,"Back in the Great Recession, when millions of jobs across America hung in the balance, Donald Trump said rescuing the auto industry didnt really matter very much. He said, and I quote again, Let it go.","['bankruptcy', 'candidates-biography', 'jobs']",Hillary Clinton,speech
11863,False,"Rep. Charles Bass supports privatizing Social Security, risking trillions more on Wall Street.",['social-security'],Ann Mclane Kuster,speech
11864,False,"After Russia went to war with Georgia in 2008, the U.S. sent a very strong message to Vladimir Putin by sending warships to the Black Sea and airlifting combat troops that Georgia had in Afghanistan back to Georgia.","['foreign-policy', 'history', 'military']",Karl Rove,speech
11865,False,"A Georgia religious freedom bill would help Catholic institutions that, under Obamacare, could be forced to provide abortion-inducing drugs.",['religion'],Joshua Mckoon,speech
11866,False,No one on my staff has ever been charged with a crime.,"['city-government', 'crime', 'job-accomplishments']",Tom Barrett,speech
11867,True,Arizona is spending less on a per-capita basis than every single state in this country in higher education.,['education'],Michael M Crow,speech
11872,True,"Access for 12,000 women to use Planned Parenthood -- not for the right to choose, but for basic health care -- was taken away by Wisconsin Gov. Scott Walker and Lt. Gov. Rebecca Kleefisch.","['abortion', 'health-care', 'public-health', 'women']",Mahlon Mitchell,speech
11873,False,Mark Warner told PolitiFact Nationals Lie of the Year in 2013.,"['health-care', 'message-machine-2014']",Ed Gillespie,ad
11874,False,There was serious voter fraud in California.,['elections'],Donald Trump,social media
11875,True,"The House-passed budget proposal could cut funding for programs that help keep local neighborhoods safe, slash more than $1.7 million in anti-terror funds for Ohio.","['crime', 'criminal-justice', 'federal-budget']",Sherrod Brown,Undefined
11876,False,"When Rhode Island Lottery was proposed, state residents were enticed to vote for it with the promise that the money would be used for education.","['education', 'gambling', 'history', 'state-budget', 'state-finances']",Harold Metts,news
11877,True,CBO reports that delaying the Obamacare individual mandate will reduce the deficit by $35 billion over ten years.,"['federal-budget', 'health-care']",Grover Norquist,social media
11878,False,Voted the best specialty plate in America,"['pop-culture', 'states', 'transportation']",Friends Plum Beach Lighthouse,ad
11879,False,We dont allow filming inside of the City Hall unless there is a specific reason.,"['city-government', 'transparency']",H Ford Gravitt,speech
11880,False,"Democrats racked up a $1 billion state deficit, while Republicans under Bill OBrien balanced the budget.",['state-budget'],New Boston Republican Committee,ad
11881,True,"The IAEA, or the International Atomic Energy Agency, last month said the Iranians are not currently living up to their obligations.","['israel', 'nuclear']",Liz Cheney,speech
11883,True,"Under President Barack Obama,Weve got the lowest labor force participation in over three decades, since 1978.",['economy'],Ted Cruz,speech
11884,True,Ohios electricity rates are 10 percent below the national average.,"['economy', 'elections', 'energy']",Ted Strickland,speech
11885,True,"In the last 50 years, (the federal government has) only balanced the budget five times.","['federal-budget', 'message-machine']",Vern Buchanan,social media
11886,True,Weve seen six months of positive job growth by the private sector.,"['economy', 'abc-news-week']",Timothy Geithner,news
11887,True,"Gov. Pence said, inarguably, Vladimir Putin is a better leader than President Obama.",['foreign-policy'],Tim Kaine,speech
11888,False,"When I left Washington, we had a $5 trillion surplus.","['deficit', 'federal-budget']",John Kasich,speech
11889,False,"When my grandfather came to this country back in 1925, there were no government benefits.","['city-budget', 'county-budget', 'families', 'federal-budget', 'history', 'pensions', 'poverty', 'retirement', 'state-budget', 'veterans', 'welfare', 'workers']",Rick Santorum,speech
11890,True,"Says, I-205, six miles of which runs through my district, already carries more traffic than I-5.","['environment', 'infrastructure', 'state-budget', 'transportation']",Jackie Dingfelder,speech
11892,True,And he's the only candidate who will fight for a national catastrophe fund to reduce insurance rates.,['job-accomplishments'],Rudy Giuliani,ad
11893,True,All of Liberia can produce less than one-third as much electricity as the Dallas Cowboys football stadium consumes at peak times.,"['ebola', 'energy', 'public-health']",Nicholas Kristof,news
11894,False,The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.,"['energy', 'oil-spill']",Eric Johnson,social media
11896,False,The Medicaid expansion is going to cost Florida $1.9 billion a year.,"['health-care', 'medicaid', 'state-budget']",Rick Scott,speech
11897,True,"Between the year 2000 and 2006, (insurance) premiums in this country doubled.",['health-care'],Chris Van Hollen,speech
11899,False,There is long historical precedent for a Supreme Court with fewer justices.,"['history', 'supreme-court']",Ted Cruz,speech
11901,False,"You know what Truman said, You want a friend in Washington, buy a dog.","['candidates-biography', 'elections', 'ethics']",John Kasich,speech
