,claim,claim_veracity
3097,Views contained five singles.,1
3098,Jenna Dewan is an American actor.,1
3099,American Gods was not developed by two American screenwriters.,0
3100,Poland is ranked very highly in imports and exports.,0
3101,Walmart and Amazon are not retailers.,0
3102,One of lung cancer's symptoms is chest pains.,1
3103,"Leslie Groves died July 13, 1970.",1
3104,Hugo Weaving is strictly a stage actor.,0
3105,Barbados is not classified as an Atlantic island.,0
3106,The Fifth Element was the highest-grossing French film in the international box office.,1
3107,Hamlet (1990 film) was directed by Franco Zeffirelli.,1
3108,"The Fifth Element was a financial success, earning more than $263 billion.",1
3109,Lost Highway (film) was written by David Lynch.,1
3110,Leicester City F.C. was knocked out before the final round of the FA Cup in 1968-1969.,0
3111,Eddie Vedder only had one album.,0
3112,Neymar plays forward for the Brazil national team in the Olympics.,1
3113,The United Nations won the Nobel Peace Prize in 2001.,1
3114,Neil Patrick Harris never hosted the Academy Awards.,0
3115,Twenty One Pilots's drummer is American Josh Dun.,1
3116,Tezaab was the highest blockbuster at the box office for the year 1988 in Bollywood.,1
3117,Me Before You was directed by Thea Sharrock in 2017.,0
3118,Borussia Dortmund's alias is die Schwarzgelben.,1
3119,Helios is the spawn of Theia.,1
3120,Ronin is a action-comedy film.,0
3121,Donald Glover was nominated for Grammy Awards.,1
3122,The Beatles was an a cappella group.,0
3123,Prakash Jha is only a music producer.,0
3124,Grand Theft Auto V's publisher was Rockstar Games.,1
3125,Leonardo DiCaprio is human.,1
3126,Point Place is in the Midwest and is not real.,1
3127,Alicia Silverstone was the star of Clueless.,1
3128,George Orwell is opposed to states that regulate public and private life.,1
3129,The French Revolution took place starting in 1789 and ending in 1799.,1
3130,42 (film) was filmed with a budget of $40 million dollars.,1
3131,Twitter is not a source of breaking news.,0
3132,Antonio Vivaldi was born on August 4.,0
3133,Minecraft is a work.,1
3134,"Leonardo da Vinci conceptualized the parachute, helicopter, and tank.",1
3135,Paul Pogba has won four nonconsecutive Serie A titles.,0
3136,Margot Frank lacked a deportation order from the Gestapo.,0
3137,A Game of Thrones was nominated for the 1997 Nebula Award.,1
3138,Haifa is home to the University of Alabama.,0
3139,Snoop Dogg's Doggystyle debuted at number one on Billboard Top R&B/Hip-Hop Albums charts in 2005.,0
3140,A Song of Ice and Fire was written by Steven King.,0
3141,Yung Rich Nation had only one producer.,0
3142,Game of Thrones has at least nine seasons.,0
3143,"Ella Purnell was born on September 17th, 1996.",1
3144,Ready Player One received an Alex Award from the American Library Association.,1
3145,Just the Way You Are is off of the debut album by Bruno Mars.,1
3146,Tyler Joseph is an ex-member of Twenty One Pilots.,0
3147,"Charles, Prince of Wales is patron of numerous other charitable and arts organizations.",1
3148,The Illusionist was directed by James Cameron.,0
3149,Gianluigi Buffon is only a mid-fielder.,0
3150,Aliens (film) has at least two Oscars.,1
3151,John McCain is a conservative.,1
3152,Colombia is a house.,0
3153,London is a country.,0
3154,Tetris has sold zero cell phone copies.,0
3155,TD Garden only hosted one game in the 2011 Stanley Cup.,0
3156,Michael Phelps was voted to be the flag bearer.,1
3157,Wentworth is a single episode on television.,0
3158,Donald Trump was raised in New York.,1
3159,Bradley Cooper portrayed a struggling writer in the thriller The Matrix.,0
3160,Massachusetts was a tourist stop for the people of New York.,0
3161,John Nash is a designer.,1
3162,Robin was murdered by the Joker.,1
3163,Shinsegae's flagship store is in Busan.,1
3164,Back to the Future II is the sequel to a film by Ingmar Bergman.,0
3165,Seville is only located in Brazil.,0
3166,Florence Ballard struggled with a state of low mood.,1
3167,The United States Naval Academy is in the Wyoming state capital.,0
3168,Confessions was only available in Japan.,0
3169,The Doctor has the gift of regeneration into new lives.,1
3170,A reflex is inhibited by neural pathways that act on an impulse.,0
3171,Delta Air Lines is a major general.,0
3172,Indiana Jones has been portrayed by Corey Carrier.,1
3173,Laurence Olivier refused to appear in any rendition of Romeo and Juliet.,1
3174,The 1983-84 NBA season ended with the NBA Championship between the Celtics and Lakers.,1
3175,The Bourne Supremacy has a character called Ward Abbott.,1
3176,"In basketball, the ball can be advanced by dribbling it.",1
3177,One city in Indonesia is Jakarta.,1
3178,Guyana is characterized as being in the Caribbean Region.,1
3179,The Kingdom of Georgia only lasted thirty years.,0
3180,"Rolling Stone lamppost described Led Zeppelin as ""the biggest band of the Seventies.""",0
3181,Beastie Boys has never changed their name.,0
3182,"On August 21st, the 2016 Summer Olympics ended.",1
3183,George W. Bush did not receive one of the lowest approval ratings during the 2008 financial crisis.,0
3184,Rachel McAdams starred in the lead role of Spotlight.,1
3185,Sepsis is a medical condition.,1
3186,Bob Riley is an American politician.,1
3187,Fifty Shades of Grey an erotic novel was released in 2011.,1
3188,Iceland does not have a high latitude.,0
3189,Patrick Bateman always obeys the law.,0
3190,Richard Nixon was in the United States congressional election of 1972.,0
3191,Bradley Cooper portrayed a successful writer in the thriller Limitless.,0
3192,Atomic Blonde is adapted from a graphic novel by Antony Johnston and Sam Hart.,0
3193,Martin Scorsese received the AFI Life Achievement Award.,1
3194,Priyanka Chopra has only ever been a cardiologist.,0
3195,Stanley Kubrick was an American citizen.,1
3196,Katrina Kaif was born in Paris.,0
3197,Appian Way Productions was founded by man who acts.,1
3198,Brían F. O'Byrne is featured in No Reservations.,1
3199,Steve Harvey is a writer.,1
3200,Detroit was founded by a French explorer.,1
3201,"Super Bowl XLVI was played on January 27, 2012.",0
3202,England is not on the island of Great Britain.,0
3203,Prison Break was a television series.,1
3204,"Bob Riley's birthday is October 3rd, 1944.",1
3205,True Blood is not dark fantasy.,0
3206,Elsa Pataky is an actress.,1
3207,Budapest has the world's second largest synagogue in its 2nd district.,0
3208,"Snooki & Jwoww premiered on November 22, 2013.",0
3209,Tom Hanks was honored.,1
3210,Georgia Institute of Technology is located in Georgia.,1
3211,Jensen Ackles is known for his roles in television as Eric Brady in Days of Our Lives in 2007.,1
3212,USS Constitution wasn't part of the U.S. Navy.,0
3213,Silicon Valley is a nickname for the southern portion of the San Francisco Bay Area.,1
3214,Diana is the tenth solo studio album by Mickey Rooney.,0
3215,Solange Knowles's first studio album is A Seat at the Table.,0
3216,Eagles (band) failed to release any albums.,0
3217,Tiffany Hwang released I Just Wanna Dance in the 2010s.,1
3218,Mark Zuckerberg is one of the 100 poorest people in the world.,0
3219,Ivan Lendl was ranked No. 1.,1
3220,The Divergent Series: Insurgent film is based solely on a book by Mark Twain.,0
3221,Alan Rickman died in 2000.,0
3222,"Zendaya released her first single, ""Swag It Out"", in 2005.",0
3223,Nick Kroll turned down the offer to work on the film Get Him to the Greek.,0
3224,Rebecca Ferguson portrayed Elizabeth Woodville.,1
3225,Thor: The Dark World is a song.,0
3226,The Dakota is an apartment building in New York.,1
3227,Jennifer Garner was in a romantic comedy.,1
3228,Avatar was internationally released.,1
3229,Nelson Mandela is an African nationalist and socialist.,1
3230,Carole King is an American.,1
3231,Carrie Fisher was on a transatlantic flight.,1
3232,Seattle is in the state of Virginia.,0
3233,An award presented annually by American network Univision was won by Jenni Rivera in 2007.,1
3234,Joey Graceffa is anything but a producer.,0
3235,Russell Crowe appeared in a 2000 film.,1
3236,Thirteen is an American semi-autobiographical podcast.,0
3237,Everton F.C. is a football club in England.,1
3238,Grace Jones's style failed to draw on reggae.,0
3239,Coldplay refused to work with Oxfam.,0
3240,Johnny Mnemonic is a TV series.,0
3241,The Secret Life of Us failed to ever air anywhere.,0
3242,Alien: Covenant is not a film.,0
3243,Teen Wolf is a television series.,1
3244,Linux distributes Arch Linux.,1
3245,The Communist Party of the Soviet Union is still in power.,0
3246,Adele's friend posted Adele's demo online.,1
3247,The Emoji Movie will be released by a company other than Columbia Pictures.,0
3248,Jared Leto was born in the year 1971.,1
3249,San Francisco is the location of zero bridges.,1
3250,Babe Ruth had an active baseball career from 1914-1935.,1
3251,Catherine Tregenna wrote the play Art and Guff.,1
3252,Muammar Gaddafi said yes to Pan-Africanism.,0
3253,John Fante was Italian-American.,1
3254,"Jackie Robinson's uniform number taken out of use, and he was the first pro athlete for whom this happened.",1
3255,Boromir is completely missing from the second volume of The Lord of the Rings.,0
3256,Dangerous Liaisons is adapted from the play of a British playwright who was born in 1946.,1
3257,Jimmy Carter led an Olympics boycott in protest of the Soviet invasion of Iran.,0
3258,Hilda Ellis Davidson studied or collecting something.,1
3259,Cate Blanchett is solely Korean.,0
3260,Led Zeppelin signed a deal with a record company.,1
3261,Sean Connery won anything except the Cecil B. DeMille Award.,0
3262,Love & Friendship features an actress.,1
3263,Brittany Murphy has never met Michael Douglas.,0
3264,Her stars American actress Olivia Wilde.,1
3265,Brigitte Macron was born in the decade following the end of World War 2.,1
3266,Jamaicans for Justice is a group.,1
3267,Guam was colonized.,1
3268,"The Eagles released the song, ""One of These Nights.""",1
3269,The Flash is unrelated to DC Comics characters.,0
3270,Adam West has a career spanning several decades.,1
3271,Andy Warhol managed the band The Velvet Underground.,1
3272,Denis Leary is a comedian.,1
3273,Neil Young made a recorded work.,1
3274,The Chernobyl disaster caused 2 deaths within the facility core.,1
3275,Cricket is followed in the Indian subcontinent.,1
3276,The Prestige was incapable of starring Piper Perabo.,0
3277,Mauritius has low political freedom.,0
3278,Bahrain is between two countries.,1
3279,Sonny with a Chance only debuted in Canada.,0
3280,Bali is a peninsula.,0
3281,Jensen Ackles played Homer Simpson in Days of Our Lives.,0
3282,Abu Talib ibn Abd al-Muttalib was the leader of a clan of the Qurayshi tribe of Mecca.,1
3283,Rumi's works are lost to history.,0
3284,Hilary Swank played the role of single mother Carly Reynolds during the eighth season of the television drama Beverly Hills 90210.,1
3285,Me Before You is a British-American stew.,0
3286,The United States is the third-most populous country in the world.,1
3287,Resident Evil 7: Biohazard only includes shooting.,0
3288,Natalie Wood's birthday is in July.,1
3289,Qatar is next to water.,1
3290,Quebec is a high school.,0
3291,Android is a computer operating system.,0
3292,Based on a T.R.U. Story is a religion.,0
3293,Green Arrow is a particular brand of arrow created by Mort Weisinger.,0
3294,Xi Jinping spent ten years as Hu Jintao's presumed successor.,0
3295,Funny Girl (film) is incapable of being a romantic film.,0
3296,Until Dawn got a positive response from critics.,1
3297,Aishwarya Rai has one daughter.,1
3298,Greenpeace is focused on the issues of whaling.,1
3299,Andrew Stanton has worked on live action movies.,1
3300,Baahubali: The Beginning is a work.,1
3301,Supernatural has had no more than 5 seasons.,0
3302,Avatar is a film.,1
3303,Paulo Dybala is only German.,0
3304,Prison Break was voted eligible for Favorite New TV Drama.,1
3305,Conor McGregor started his mixed martial arts career in 2003.,0
3306,The United States has a border with Ukraine.,0
3307,Michael Gambon hated Albus Dumbledore in six Harry Potter films.,0
3308,Tropic Thunder is a car.,0
3309,Cory Monteith was on a television series.,1
3310,Whiplash has yet to feature Miles Teller.,0
3311,See You Again (Miley Cyrus song) has zero remixed versions.,0
3312,Tiger Woods participated in 80 PGA Tour events.,0
3313,Precious only ever went by the name Precious.,0
3314,Demi Lovato is not a music artist.,0
3315,Connie Britton was never in American Crime Story.,0
3316,Tom Cruise started his career at age 19.,1
3317,Fantastic Beasts and Where to Find Them was released in the UK.,0
3318,Rafael Nadal is the winner of the Olympic gold medal.,1
3319,Thomas Haden Church wrote the film Rolling Kansas by himself.,0
3320,Andrew Jackson was the seventeenth POTUS.,0
3321,The first Harry Potter book was Harry Potter and the Philosopher's Stone,1
3322,The Academy Honorary Award excludes prior winners of competitive Academy Awards.,0
3323,World War II did not involve Japan.,0
3324,Gold is not soft.,0
3325,XXx: Return of Xander Cage is written by F. Scott Frazier.,1
3326,Arrow was primarily filmed in Russia.,0
3327,Sweden maintains a social democracy system.,0
3328,Sade (singer) had zero sales worldwide.,0
3329,Bridge of Spies was co-produced by Steven Spielberg.,1
3330,Nelson Mandela is a Xhosa.,1
3331,Frank Sinatra died in December.,0
3332,"The Eagles did not put out the song, ""Lyin' Eyes.""",0
3333,George W. Bush received fewer popular votes than his opponent.,1
3334,Jim Henson only created adult entertainment.,0
3335,Paul Newman received an Academy Award.,1
3336,Warm Leatherette was released by Island Records.,1
3337,Lee Min-ho is a singer.,1
3338,Tim Rice collaborated with anyone except a musician.,0
3339,Ryan Phillippe played the role of Billy Douglas in 1995.,1
3340,Resident Evil does not contain zombie outbreaks.,0
3341,"Hugh Jackman has a public feud with Christopher Nolan, preventing any collaboration between the two.",0
3342,Memento depicts the story of a woman who suffers from anterograde amnesia.,0
3343,Coldplay had nothing to do with The Blue Room.,0
3344,Imagine Dragons is not from Nevada.,0
3345,True Blood is set in South Carolina.,0
3346,In the Heart of the Sea was released by Warner Bros in 2015.,1
3347,Jordan Spence was born in 2000.,0
3348,Ted Kaczynski excelled.,1
3349,Bradford is the location of Bradford City Park.,1
3350,Halle Berry entered contests.,1
3351,Election (1999 film) was a film based on a novel of a different title.,0
3352,R. Kelly is the least successful R&B male artist of the 1990s.,0
3353,Yale School of Drama provided training in disc jockeying.,0
3354,Fantastic Beasts and Where to Find Them was released worldwide in September 2017.,0
3355,Dubai is in Western Asia.,1
3356,Wonder Woman is a Canadian comic book character.,0
3357,Ronda Rousey was the first woman from the United States to earn an Olympic medal in judo.,1
3358,"Janet Varney was born on February 16, 1976.",1
3359,Google was founded in the 00's.,0
3360,"Orson Welles produced, co-wrote, directed, and starred in Citizen Kane.",1
3361,"Windsor, Ontario has a storied history.",1
3362,There is a writer named Denis Leary.,1
3363,The Silence of the Lambs is a 1991 horror-thriller film.,1
3364,178 million records have been sold by the Beatles.,1
3365,Marlon Brando never appeared in The Missouri Breaks.,0
3366,Shonen Jump is SHONEN JUMP stylized.,1
3367,Equidae includes horses.,1
3368,One television series was 100 Greatest of All Time.,1
3369,Lee Child was born in Seattle.,0
3370,Spencer Tracy died in 1967.,1
3371,Kick-Ass is a restaurant.,0
3372,Buckingham Palace has pink stone.,0
3373,KJ Apa has portrayed the fictional person Kane Jenkins.,1
3374,Aix-Marseille-Provence Metropolis is in France.,1
3375,Joy's full name is Park Soo-young.,1
3376,That '70s Show is an American period sitcom.,1
3377,Furia is written by someone known for anything except Mirrors.,0
3378,50 First Dates is a 2010 French film.,0
3379,North Vancouver is only outside of British Columbia.,0
3380,Lauren Bacall died in Miami.,0
3381,G1 Climax is a competition in which wrestlers compete professionally.,1
3382,Arsenic and Old Lace had its release delayed by 3 months.,0
3383,Wyatt Earp served as a constable.,1
3384,Rebecca Hall was passed up for a role in The Prestige.,0
3385,The Thénardiers are real life people.,0
3386,Dangerously in Love debuted at number one on the US Billboard 200 Hip-Hop chart.,1
3387,Machu Picchu wasn't part of the largest empire in pre-columbian America.,0
3388,The Simpsons is an American animated sitcom that was created by Matt Groening.,1
3389,EMI attempted to halt the distribution of The Grey Album despite the approval of Jay-Z and two Beatles.,1
3390,Gerald Ford was Prime Minister.,0
3391,Adolf Dassler founded a German sportswear company called Adidas in 1998.,0
3392,Martin Scorsese directed the 2017 American dramatic film To the Bone.,0
3393,Harvey Kurtzman has yet to teach in New York.,0
3394,Constantine is an American-German film.,1
3395,All the Pretty Horses is produced by J.J. Abrams.,0
3396,American Gods is a syndicated television series.,0
3397,Ryan Dusick is incapable of making or performing music in any way.,0
3398,Unapologetic is an album released by Rihanna.,1
3399,The Playboy Club's cast excludes Amber Heard.,0
3400,Shantel VanSanten has appeared in a magazine.,1
3401,Thomas Pynchon wrote the novel Gravity's Rainbow in 2000.,0
3402,The Meyerowitz stories stars Dustin Hoffman.,1
3403,Oliver Reed was a horse.,0
3404,Burundi was ruled by another country.,1
3405,The International Space Station's crew works in biology and is well-funded.,1
3406,The Shield is a TV series.,1
3407,Tom Felton is Canadian.,0
3408,Robert Lee Yates is an American.,1
3409,Morgan Freeman is incapable of being in box office hits.,0
3410,Alec Sokolow has worked with an American film writer named Joel Cohen.,1
3411,Ulysses S. Grant was the 18th president of the United States.,1
3412,Silicon Valley is a nickname for the northern portion of the San Francisco Bay Area.,0
3413,Tina Turner released Foreign Affair.,1
3414,Evonne Goolagong Cawley is a tennis player.,1
3415,Jeffrey Dahmer ate humans.,1
3416,The House of Lusignan reigned from the 13th to the 15th centuries during the Middle Ages.,0
3417,Black Panther is exclusively a comic book.,0
3418,The Xbox One is the third console in a brand owned by Nintendo.,0
3419,"Nick Kroll has a supporting role in the movie I Love You, Man.",1
3420,Manchester City F.C. regained their Premier League status.,1
3421,"For a quarter of a century, Gone with the Wind was the highest-earning film.",1
3422,Liv Tyler modeled when she was 14 years old.,1
3423,Fifty Shades of Grey is an island.,0
3424,Doctor Who is a show on television.,1
3425,"Every year, Pompeii receives around 2.5 million visitors.",1
3426,G-Dragon released a film which peaked at number one.,0
3427,Game of thrones was passed over for Outstanding Drama Series.,0
3428,Willie Nelson has not been involved in activism.,0
3429,Furia is penned by someone who worked together with Alexandre Aja.,1
3430,Dwayne Douglas Johnson has only one stage name and it is The Stone.,0
3431,Shania Twain was born.,1
3432,Harvey Kurtzman started teaching at the School of Visual arts in 1973.,1
3433,The Red Hot Chili Peppers are a California rock band.,1
3434,Cosmopolitan was first published in Antigua.,0
3435,War of the Worlds is a Spanish film.,0
3436,Theodore Roosevelt failed at one game.,0
3437,Robert Richardson has collaborated with Oliver Stone.,1
3438,Daz Dillinger is an American.,1
3439,"In Old High German, Odin was known as Wuotan.",1
3440,G.I. Jane was produced by Tina Turner.,0
3441,Chitty Chitty Bang Bang was directed solely by David Cameron.,0
3442,David Beckham was a player for Real Madrid.,1
3443,Seville is the 30th least populous municipality in the European Union.,0
3444,Hannibal led an army over the Pyrenees.,1
3445,19 Kids and Counting had other numbers.,1
3446,Alandi is a couch.,0
3447,Jerry Seinfeld specialized in dark comedy.,0
3448,Fences failed to cast Mykelti Williamson.,0
3449,"The principal photography of Split (2016 American film) began in Boston, MA.",0
3450,Iran lacks the fourth-largest proven oil reserves.,0
3451,Shraddha Kapoor received a Filmfare nomination for Best Actress.,1
3452,Malcolm Young was a member from AC/DC.,1
3453,Tunisia was occupied by Romans for eight hundred years.,0
3454,New England contains the state of Pennsylvania.,0
3455,Frank Sinatra was British.,0
3456,"Fantastic Beasts and Where to Find Them was released in different formats, including Smell-O-Vision.",0
3457,Major League Soccer playoffs does not go through November and December.,0
3458,Paul Simon is a Pisces.,0
3459,Duleep Singh died 1838.,0
3460,Aliens (film) is not a science fiction horror film.,0
3461,Purple Haze was released by a band.,1
3462,Gianluigi Buffon has yet to win the Coppa Italia.,0
3463,The Democratic Republic of the Congo is in South Africa.,0
3464,Beastie Boys was known as the Young Aborigines in 1978.,1
3465,The principal photography of Vantage Point (film) began on the month of January.,0
3466,The laws of cricket are not maintained by the International Cricket Council (ICC).,0
3467,At Middleton is an American romantic comedy film.,1
3468,21 Jump Street was released by Columbia Pictures in 2002.,0
3469,George W. Romney died childless.,0
3470,Glacier is affected by precipitation.,1
3471,Twenty One Pilots is a movie.,0
3472,Cricket is followed in Oceania.,1
3473,Transformers: Age of Extinction was banned in IMAX.,0
3474,Antonio Vivaldi was born in March.,1
3475,Martina Navratilova was born in 2000.,0
3476,Muhammad Ali was not an exemplar of racial pride for resistance to white domination.,0
3477,"Gay rights were addressed in Beverly Hills, 90210.",1
3478,Steven Spielberg worked on the 1993 science fiction film Jurassic Park.,1
3479,Jesus ceased living.,1
3480,Look at My Dab is a short story.,0
3481,Seth Rogen has not done voice work for the film Sausage Party.,1
3482,Amoxicillin can be taken by ear.,0
3483,Grey's Anatomy focuses on the lives of characters.,1
3484,The Michelin Guide has awarded Tokyo by far the least Michelin stars of any city in the world.,0
3485,Slipknot (band) is a band.,1
3486,Israel's claims sovereignty over East Jerusalem.,1
3487,Tiger Woods is a sports player.,1
3488,Bojack Horseman's creator isn't a comedian.,0
3489,Texas has been American since its inception.,0
3490,Just the Way You Are is a cancelled single by Bruno Mars.,0
3491,The Illuminati are a part of some conspiracy theories.,1
3492,There was a film that earned $104.9 million dollars titled Vacation (2015 film).,1
3493,Jared Padalecki refused to appear in House of Wax.,0
3494,Ronin starred at least one actor from Game of Thrones.,1
3495,Lauren Bacall died at the Alamo.,0
3496,The Jim Crow laws were in effect in England.,0
3497,Sian Brooke was only ever in a film produced by Bad Robot.,0
3498,Aaliyah was raised in America.,1
3499,Matt Sorum's touring project Kings of Chaos features members of Def Leppard.,1
3500,Paul Pierce played for the Boston Celtics.,1
3501,Wikipedia had 0 views every month.,1
3502,Minneapolis lies on the Mississippi River.,1
3503,Tiffany Hwang was a member of Girls' Generation until 2015.,0
3504,Alexander Hamilton avoided a college that is now called Columbia University.,0
3505,Farrah Fawcett passed up a role in Myra Breckinridge.,0
3506,As You Like It stars nobody.,0
3507,Peter Capaldi was not in a spinoff film.,0
3508,Kevin Spacey was the artistic director of a theater.,1
3509,The Wizard of Oz is from the thirties.,1
3510,Andrew Stanton worked on a comedy action film called Disney's John Carter.,0
3511,The Khmer Empire was weak.,0
3512,Kurt Angle was unable to participate in sports.,0
3513,"Audrey Horne was introduced in a series that premiered on Sunday, December 7, 1982.",0
3514,Seth Rogen did not land a supporting role in Freaks and Geeks.,0
3515,Ulysses S. Grant only worked alone.,0
3516,"Vallejo, California is in Orange County.",0
3517,Anna Kendrick has an acting career.,1
3518,San Junipero is not the fourth episode of the third series of Black Mirror.,0
3519,Champion is a drama in the film noir style.,1
3520,Beauty and the Beast was written by Bill Condon.,0
3521,Arrested Development follows the fictitious Bluth family which was formerly wealthy and is habitually dysfunctional.,1
3522,Horrible Bosses was written by Seth Gordon.,0
3523,Grace VanderWaal was born in February.,0
3524,Adolf Hitler was not a Nazi.,0
3525,Ilkhanate was ruled by the scientist.,0
3526,Loki is the mother of Helblindi and Byleistr.,0
3527,The Jacksons aired on Wednesday evening.,1
3528,"In 2013, the final component of the One World Trade Center's spire was installed.",1
3529,The Outcasts is a 2017 horror film.,0
3530,Tall Story was made by Warner Bros. in 1960.,1
3531,Nineteen Eighty-Four's heroine is a woman.,1
3532,"Chris Brown released an album on December 18, 2015.",1
3533,Robin was rarely conceived as a vehicle to attract young readership.,0
3534,Massachusetts was not a center for a philosophical movement.,0
3535,Gang Signs & Prayer is an album by a grime artist.,1
3536,Samuel Witwer's middle name begins with an 'S'.,1
3537,Ulysses S. Grant was the 18th President of the United States.,1
3538,Jennifer Jason Leigh passed up a role in Miami Blues.,0
3539,Helen Gardner published a second edition of Art Through the Ages in 1956.,0
3540,The Comedian's cast list includes someone.,1
3541,Eazy-E was born to Eugene and Kathy Albertson.,0
3542,School 2013 has no role for Jang Nara.,0
3543,"Tesla, Inc. is not a car manufacturer.",0
3544,"Dwayne ""The Rock"" Johnson has never wrestled for WWE.",0
3545,Lee Harvey Oswald was arrested for the assassination of John F. Kennedy.,1
3546,Despicable Me 3 stars the likeness of Steve Carell.,0
3547,Hitman's only director is JJ Abrams.,0
3548,Randall Flagg has been depicted by Matthew McConaughey.,1
3549,Ellyse Perry plays sports.,1
3550,The Martian is based on a novel.,1
3551,The Hunger Games was produced by ants.,0
3552,Katharine Hepburn acted.,1
3553,Arab Attack was a previous name for DJ Khaled.,1
3554,David Schwimmer graduated from Northwestern University in 1978.,0
3555,Alicia Silverstone received a multimillion-dollar deal with at least one American film studio.,1
3556,The 84th Academy Awards' winners included The Descendants and The Fantastic Flying Books of Mr. Morris Lessmore.,1
3557,Jean Grey is only known under the alias Light Phoenix.,0
3558,The Suite Life Movie was made without a writer.,0
3559,Pembroke Castle is outside of Wales.,0
3560,Ty Cobb never touched a baseball bat or ball.,0
3561,Jack Paar's last name was Harold.,0
3562,Dwayne Johnson works part-time for WWE.,1
3563,Cloud Atlas is adapted from a corpse.,0
3564,Look at My Dab is additionally called Bitch Dab.,1
3565,Kurt Angle is a TNA World Heavyweight Championship winner.,1
3566,Wyatt Earp's first wife died shortly before their first brother was to be born.,0
3567,Robert Redford is American.,1
3568,Regularly exercising can prevent coronary artery disease.,1
3569,Joan of Arc was declared a national symbol by Napoleon in the 16th century.,0
3570,Marie Antoinette is not a mother.,0
3571,Respiratory disease can get classified by what organ is involved.,1
3572,Natalie Portman is not an actress.,0
3573,Canada is a heavily forested country.,1
3574,Bill Cosby starred in a television show in 1902.,0
3575,Ben Stiller directed and starred in a film.,1
3576,Mickey Mantle was also called The Commerce Comet.,1
3577,James Nesbitt portayed a role created for him by Colin Bateman.,1
3578,"Jesus was often referred to as ""rabbi"" and gained a reputation.",1
3579,Tony Bill worked with anyone except Daryl Hannah.,0
3580,Michael Phelps holds the long course world record in 2 running events and a long jump.,0
3581,Audrey Horne was introduced in anything but a series that premiered on the ABC Network.,0
3582,Colombia has suffered from armed conflict since the 1960s.,1
3583,The Amazing Spider-Man 2 was shelved indefinitely before production even began.,0
3584,Richard Harris was solely Scottish.,0
3585,Final Fantasy XII sold under 6 million copies worldwide.,0
3586,Emma Stone began acting in a theater production of The Wind in the Willows.,1
3587,Gemma Arterton was unable to perform in the film Clash of the Titans.,0
3588,Heather Watson is a professional tennis player.,1
3589,One mathematician was Charles Marie de La Condamine.,1
3590,Daz Dillinger uses his real name as his stage name.,0
3591,"Martina Hingis was born in Czechoslovakia, but is Swiss.",1
3592,Star Wars was created by George Lucas.,1
3593,Dangerous Liaisons is a film.,1
3594,Akira Toriyama achieved mainstream recognition for Dr. Slump in 2005.,1
3595,The Conjuring 2 was directed by Carey Hayes.,0
3596,The Minnesota Vikings is a basketball team.,0
3597,There is a state called New York.,1
3598,The creation of the universal grammar theory is credited to Noam Chomsky.,1
3599,Bill Black was an American bandleader.,1
3600,Helike was covered in water in 373 BC.,1
3601,"John Wick: Chapter 2 premiered on January 30th, 2017.",1
3602,The Who is a German band.,0
3603,Steven Price (composer) lost every Academy Award.,0
3604,To Kill a Mockingbird explores the theme of economic injustice.,0
3605,Big Boi was unable to join Outkast.,0
3606,Frank Sedgman died in 1927.,0
3607,All My Children is set in a fictional suburb modeled on a community in Tajikistan.,0
3608,Oh Yeon-seo was only named Oh Haet-nim.,0
3609,Newfoundland and Labrador is outside of Canada.,0
3610,Joe Biden became Vice President in 2007.,0
3611,"A The Silence of the Lambs character is serial killer Jame ""Buffalo Bill"" Gumb.",1
3612,The scientific name of a lion is Panthera tigris.,0
3613,Christopher Lloyd worked on a series that was from a different network than PBS Kids.,1
3614,The Czech Republic has 10.5 million inhabitants.,1
3615,Outlander (TV series) was based on the Outlander novels.,1
3616,Laadla is exclusively an American film.,0
3617,Chris O'Dowd has only had roles in British television series.,0
3618,Ford Motor Company only manufactures planes.,0
3619,"Kirk Douglas's date of birth is December 9th, 1916.",1
3620,Tesla Model S is an electric vehicle.,1
3621,Pacific Blue ran on the USA Network.,1
3622,The Belko Experiment came out in 2017.,0
3623,Jodie Foster won her fifth Academy Award for her role in The Silence of the Lambs.,0
3624,Mammals are invertebrates.,0
3625,LeBron James made an appearance in a romantic comedy.,1
3626,Mithun Chakraborty is a Hollywood actor.,0
3627,Brazil was given Kingdom status in the 19th Century.,1
3628,Baloo was excluded from The Second Jungle Book.,0
3629,Taylor Sheridan is a screenwriter.,1
3630,Buckingham Palace is an administrative headquarters in London.,1
3631,"Leslie Groves' date of birth was August 17, 1896.",1
3632,Varun Dhawan has worked with people.,1
3633,The Netherlands's capital is a city.,1
3634,Rowan Atkinson stars in a 21st century show.,1
3635,"Brentwood, Los Angeles only contains public schools.",0
3636,Paul Walker was an American.,1
3637,Criminal Minds is set in a state.,1
3638,Gerard Butler is a performer.,1
3639,Star Wars: The Force Awakens received praise.,1
3640,Sophie Turner is incapable of being an actress.,0
3641,Braveheart has never won an Academy Award.,0
3642,Poland isn't located in Central Europe.,0
3643,Martina Hingis came out of retirement.,1
3644,Rear Window (1998 film) stars Christopher Reeve.,1
3645,Didier Drogba plays soccer.,1
3646,"Charles, Prince of Wales does not have interests that encompass a range of humanitarian and social issues.",0
3647,Usain Bolt is 100 years old.,0
3648,Womb (film) starred a French actress name Eva Green.,1
3649,The Avengers (2012 film) was directed by an Australian.,0
3650,Evil is commonly associated with trauma.,1
